count	token	vocab	dist	context
19	사우	사주	1	게 뭐냐라고 했을 때는 우리가 증기가 가득한 사우나 안에 들어갔다고 생각을 해 보세요. 내가 어
19	배우러	배우자	2	어요 그러니까 혼자 놔둬도 공부를 하든 춤을 배우러 가든 운동을 하러 가든 뭔가 인생 즐겜러처럼
19	공장	공망	1	꾸역 끌고 갖고 여기 기지에서 뭐 수리시키고 공장 돌리게 하고 막 그러는 역할을 또 맡게 된다
19	값인	갑인	1	 자 그럼 이번에는 값이 늘 한번 보겠습니다 값인 그래서 나무 져 남구 똑같이 큰 금이 도사리
18	현인	편인	1	관성이 나거든요. 맞아요. >> 그러면은 뭐 현인 아니면은 뭐 편관 또는 정인 정관일 텐데 일
18	지상	지살	1	통 확실한 재물, 즉 내가 얻고 싶은 욕망의 지상이 생기는 겁니다. 그게 어떤 사람에겐 돈이 될
18	지사	지살	1	만큼 확실히 번다고 합니다 자세히 알아볼까요 지사는 출장 이사 이민 이직 같이 낯선 환경으로 이
18	조회	조후	1	시고 유효 병전만에 감도 높은 취향과 예술적 조회 또는 그런 콘텐츠들을 많이 소비해 두시면 나
18	일한	일간	1	했던 것에 결과인 성적이 올라가고 성인이라면 일한 것의 결과인 소득과 평판이 크게 좋아집니다 
18	일사	을사	1	  자, 일단 4위는 일사입니다. 어째서냐? 왜 못살 하나 남았냐? 너무 눈
18	원전	원진	1	좌 기감에 불타고 내가 마음에 안 들면 유금 원전에서 바로 이야기 하는 케이스가 있습니다 턱 자체
18	요지	묘지	1	왕지가 또 여러 사람 사이에서 갈팡질팡할 때 요지는 내가 잡은 딱 한 사람만 보고 우직하게 갈 
18	심미	신미	1	따라서 느껴지는게 다르니 우리는 6월을 보낸 심미이 심미를 맞닥뜨리고 있다는 거이 두 가지 잊지
18	수록	수목	1	수도 있는 가능성이 있는데요 24년이 지나갈 수록 내가 다른 사람과 어울리는 일에 있어 마음을
18	수관	무관	1	까 이런 생각은 안 했으면 좋겠습니다. 우리 수관도 파이팅. 자, 이렇게 모카토음수까지 이렇게 
18	목생활	목생화	1	무 많으세요. 그런게 절대 아닙니다. 물론이 목생활을 요런 식으로 접근하는 거를 제일 나쁘다고 할
18	멀지	절지	1	으니까 기회를 이제 보시면 좋을 것 같고요. 멀지나 일지의 진도 또는 축토가 있는 분들 같은 경
18	루토	무토	1	 좀 부동산적으로 이슈가 발생할 수 있어요. 루토와 기토 일간 분들에게는이 화의 기운이 인성이라
18	기라	기사	1	와 추라는 형태가 없는 에너지가 합쳐져서 뭐 기라는 생명을 창조한 거예요 그 정의 합이 있다는 
18	경은	경인	1	2020년이 경신년이라고 한다면이 위에 글자 경은 2030년에 오기도 하고요. 이 밑에 글자는
18	경수	경술	1	 드니까 너무 걱정하지 않으셨으면 좋겠어요. 경수 1주 파이팅이고요. 더 자세하게 보는 9월 
18	같진	갑진	1	 좀 많이 봐줬거든 근데 뭐 굳이 피하는 것 같진 않더라고 봐줘도 들이박아 그냥 봐줘도 그래 
17	통관	통근	1	  통관 용신으로 목화를 가지신 분들 있잖아요 요분은
17	키토	기토	1	분들 태극기는 있다 볼 수 있고요 무토 혹은 키토에 간 분들 같은 경우에는지 진술충미 중에 하나
17	친해	신해	1	 물어보면 어 나 미터하고 친해다 그 양하고 친해요. 이렇게 말하는 사람 많아요. 근데 정작 본
17	지장가	지장간	1	, 을목, 기토죠. 간단히이 미토의 지장간은 지장가는 내부 에너지라고 보면 좋을 것 같아요. 내부
17	정우	정유	1	고. [음악] 대표적인 연예인으로는 NCT의 정우를 들 수 있어. 특히 정인는 상대방의 보호본능
17	정아	정사	1	의 입장으로 봤을 때 나의 기간이 병화 혹은 정아 이 두가지 중에 하나일 때 타투 의도와 세력
17	재상	재성	1	 성읍에서 여러분들께 제안하고 싶은 것은 이 재상의 들어오는 시기에는 여러분들이 스스로가 내 자
17	일해	을해	1	 창의적인 기업 같은데 있잖아요. 그런 데서 일해 보시는게 좋을 거 같아요. 그래서 한 좀 몇
17	이화	오화	1	팔자의 오행화가 가장 강한 시기라고 하셨는데 이화에 맞는 걸 뭘 하면 좋을지 모르겠어요. 도루 
17	이견	비견	1	디렉팅 능력도 크게 한몫 했다는 데에는 다들 이견이 없잖아요? 근데 뉴진스의 사주와 민희진 대표
17	싫지	시지	1	히 감옥 일간들은 경주 사비 같은 것들 쓰긴 싫지만 그래도 써야 하는 조금 아깝게 느낄 수 있는
17	부신	구신	1	 편인 운에서도 특히 면접에서선 조금 유리한 부신을 가져갈 수 있기 때문에 여러분들이 만약에 면
17	배우며	배우자	2	신은 남들에 비해 똑똑하다 특히 선생님 말에 배우며 빠르게 성장할 수 있다 배운 내용들을 자신만
17	배우라	배우자	1	 말씀드려 보겠습니다 자이 사주는 직업적으로 배우라는 일을 한게 너무 잘한 선택이다 말 그대로 사
17	발자	팔자	1	어야지. 이렇게 가는 포션이 맞거든요. 4주 발자로 봤을 때 거기에서 기유일주다 보니까 사실은이
17	무수	무술	1	요. 오사진 영상 잘 보고 있습니다. 무토가 무수를 일주인데요. 어 병오년 인성훈이 오는데 어 
17	묘신	무신	1	 다 사주의 원진 기문살이 있어요. 재미시는 묘신 원진 기문이 있으시고 제노시는 진의 원진 기
17	머신	무신	1	소에 착한 사람이라도 내가 살아가면서 누구나 머신 위딘 오기 마련이죠 이를테면 내가 정말 누군
17	대안	대운	1	 가지 말씀드리면 일단 첫 번째 비판할 때는 대안과 논거와 근거를 제시해서 감정이 좀 상해서 할
17	경로	경오	1	있으면 어려운 일이 생겼을 때 예상하지 못한 경로로 큰 돈이 들어와서 기사할 수 있다고. >> 
16	투지	태지	1	니다 저도 역시 그랬구요 그런데 저를 그렇게 투지를 못했어요 세상이에요 물론 제가 잘못한 것도 
16	축소	축토	1	만 할 거 같아서 그런 약간 어려움이 있는게 축소를 가지신 분들의 특징인 거 같아요 그런데 어 
16	진투	진토	1	 일주가 다 매력이 있는데 은류 병술 개취는 진투 오늘은 보편적인 매력을 한번 뽑아보자 하면은
16	줄지	절지	1	온다는데 한번 알아볼까요 천살은 하늘이 상을 줄지 벌을 줄지 지켜보는 기운이라고 합니다 이때 
16	정책	정축	1	도와주거나 하기 싫은 설거지를 대신해 주는게 정책의 사랑이지. 일을 하면서 얻는 만족감도 크기 
16	정권	정관	1	미 두수로 과연 어떤 사람인지 그리고 이후에 정권을 잡으면 어떤 흐름으로 펼쳐질지에 대해서 한번
16	자석	자식	1	둘은 [음악] 반대이지만 끌리는과 S극이지. 자석처럼 그린다. 이분들께서 저 제가 봤을 때는 연인
16	일리	일지	1	 이렇게 보시는 분들도 계십니다네 어느 정도 일리는 있으나 그 나쁜 의미의 가려져 있는 관성에 
16	음수	금수	1	구 귀인이 따르는 달리라 볼 수도 있습니다. 음수 일간 분들 중에는 약간 그 사람이 그 사람이
16	연세	운세	1	기대하라고 >> 다를 프로필 링크의 특별하신 연세를 무료로 볼 수 있는 링크를 걸어뒀으니까 한번
16	양일	양인	1	아요. 그런데 정유월이 되면은이 관성과 겁재 양일 살이 서로 마주보고 있기 때문에 아무래도음 
16	신신	식신	1	야. >> 용신이 뭔데? >> 용신은 쓸 용 신신을 써서 내가 사용하는 신이라는 뜻이야. [음악
16	배운다	배우자	2	하세요, 혹시? 그분? >> 제가 >> 사주 배운다는 것까지는 그 친구가 이제 알거든요. 헤어지고
16	무투	무토	1	서도 답답함을 느끼고 그러면서도 이렇게 고급 무투 하시면 좀 어려운 분들이 있을 어려운 점들이
16	무어	무오	1	다 하고 내 거 진짜 그때 봤던 질문이 너무 무어 연봉 얼마 버냐 뭐 차 운전할 줄 아냐 물래
16	마신	무신	1	를 좋아한다 뭐 이렇게 뭐 술 좋아하고 누구 마신 거 좋아하고 한양 가기 있다 그래서 예술적인
16	노화	도화	1	 이유가 미장 자체가 밤에 열리잖아요. >> 노화 때문에 안 하고 있어요. 요새는 그냥 편하게
16	공상	공망	1	 분들은 생각이 너무 많아서 현실과 동떨어진 공상에 빠지거나 불안감 때문에 아무것도 실행하지 못
16	경화	병화	1	니다. 근데 조금 더 나가야 돼요. 뭐냐하면 경화 정화 일간들 중에는 용돈을 받는 사람도 있을
15	지날	지살	1	들 오행에 치우 치신 분들은 삶에서이 부분을 지날 때마다 너무 힘이 들고 좌절하고 되던 일이 
15	조우	조후	1	를 시작해 짜 나요 그렇기 때문에 이제 지지 조우 도 역시 알아야 되겠구나 10% 치지 에 온
15	정비	정미	1	생조라고 했을 때는 제가 말했던 어떤 시스템 정비 정리 이런 것들이잖아요. 이런 것들을 6월 
15	우세	운세	1	지 확인해 보시면 좋을 것 같고요. 두 번째 우세 문장은 좋은 사람, 나쁜 사람, 사를 활용하
15	안목	인목	1	이게 좋은 기회일까를 좀 잘 알아볼 수 있는 안목이 좀 필요하다 볼 수도 있고요. 잘 모르겠으면
15	십상	식상	1	 4 5 6이 세 달 동안 여러분들 번 오기 십상입니다. 제가 말씀드렸죠. 임수일가는 무언가 뾰족한
15	신상	신강	1	자에 목이 어떤 십성에 해당하는지 비용 겁재 신상은 편의점 중에서 어디에 하는지 보시고 거기에 
15	수족	수목	1	 그 아 그리고 이제 식상 슥 쌍은 언변 에 수족 수족을 우리는 거니까 이 정말 포괄적인 의미
15	소화할	도화살	2	중에서는 가장 넓은 스펙트럼으로 해외 언어를 소화할 수 있다라 볼 수도 있습니다. 또 그만큼 잡
15	사출팔자	사주팔자	2	아요. 그죠? 그래서 요것들을 제가 지금까지 사출팔자를 공부해 오면서 그리고 자유수를 본부해 오면서
15	병호	병오	1	볼 수도 있고요. 사실 1 리딩은 제가 일사 병호부터 미리 계속 말씀을 드렸어요. 갑목인가 분들 
15	병에	병오	1	힘을 실어줄 사람을 만나게 된다고 해요이 큰 병에 걸려서 수술을 받다가 죽는 꿈 큰일이 성사됨
15	매운	대운	1	래서 요즘 특히 기토간 분들 중에 사람을 좀 매운 눈으로 보시는 분들이 계실 거고 또는 아 저
15	디토	기토	1	단부터 말씀을 드릴게요 천간은 요 모두 하고 디토 는요 따뜻합니다 즉 이 얘기는 요 어 내가 
15	동화	도화	1	문제가 된다는 거예요. 음향의 도화가 깨져서 동화 중에 세상도 그대로 둬서. 근데 요즘은 뭐 
15	길지	일지	1	거는 이별하고 나서 내가 혼자 보내는 시간이 길지 않는다는 의미도 있으니까 한 번 참고해 주시
15	길신	기신	1	운성의 장생고 재방도 좋은 것이거든요 운성은 길신 아고 흉신 나누는데 장생고 제왕은 길신 분류
15	기로	기토	1	 자 두 번째로는 7시 상관이란 옷을 좀 음 기로 대회 보면 보통 3 표현 한다는 측면에서는 
15	구해	계해	1	질꼬질하지만 제가 좋아하고요. 지금은 잘 못 구해요. 그리고 얘는 저 사쿠야 좋아해서 택도 안 
15	교수	계수	1	살이 있는 사주입니다 대표적인 인물로 이국종 교수가 있는데요 한번 살펴볼까요 먼저 프로필 링크를
14	천사	천살	1	이 하는 건데? >> 너무 속상이 하지 마. 천사 [음악] 때는 재난과 더불어 직감과 예지력도
14	조지	지지	1	석은 어떻게 하게 된 하면요 여기가 부모 궁 조지 꿍 이잖아요 그 조직과 그리고 부모와 원진관
14	정애	정재	1	 아하는 부분이 있을 거예요. 이 이 11월 정애는 10월 병술월에서부터 왔어요. 한마디로 병화
14	절이	절지	1	강 잘 챙기시기 바라고요 여담인데이 노래에 2절이 있어요 여러분 그래서 이게 맛도 좋은 뱀인 
14	전관	정관	1	보세요이 밑에 칸에 비견 겁재 피신상과 편관 전관 중에서 하나라도 해당하시는 분들 혹은 두 개
14	적지	절지	1	음악] 일을 신중하게 진행해서 실패하는 일이 적지만 하던 대로만 하는 걸 좋아해서 생각만 하고 
14	있진	임진	1	고. 누굴 꼬셔볼까? >> 하지만 좋은 점만 있진 않겠지. 도화살은 원치 않은 관심도 이끌기 
14	인오	임오	1	 자. 경인이잖아요. 그리고 병오니깐 당연히 인오 술 삼이 일어나서이 배우자 자리가 뭔가 움직
14	을추	을축	1	 오늘 본격적인 내용 들어가기 전에 1월 달 을추 월래 포인트가 될 수 있는 일간 분들 먼저 
14	을모	을목	1	 뭐냐라고 했을 때는 정말 그야말로 공부인데 을모가 되게 이거는 공부라기보다도 진짜 눈 감고 아
14	월가	월간	1	려 주세요. 이렇게 오늘도 뭔가 찍고 나니까 월가 운세처럼 길게 영상을 찍었는데 병오년이 할 
14	양인쌀	양인살	1	 여러분들 산책처럼 사주입니다 이번 시간에는 양인쌀에 대해서 말씀드려보도록 하겠습니다 양인쌀의 개
14	신당	신강	1	요. >> 근데 방송이 끝나고 시청자분들이나 신당에 오시는 분들 전부 다 어 만신님이라고 부르시
14	신근	신금	1	같습니다. 세 번째 병조는 신금 병존입니다. 신근 병존은 날카로운 판단력과 세밀한 분석 능력이
14	시상	식상	1	반드시이를 수 있다라고 또 있겠죠 두 번째로 시상 1위 편재격이라는 말이 있습니다 요건 말이 
14	순금	신금	1	요 그러면 신검도 그렇습니까 신경은 아닙니다 순금은 아니에요 신금은 응가 아니고 약하기 때문에 
14	병어	병오	1	 안 맞는 느낌이 있는데 26년 9월 하면은 병어 중에서 오화라는 글자가 조금 더 득세하거든요
14	병수	병술	1	활간 중에서 당연히 술자리가 여기 있는 분들 병수를 주겠죠. 이성과의 어떤 좋은 일이 있을 것 
14	무라	무자	1	부분이 있고 10월이 또 특히나 무술월인데이 무라는 글자가 계수에 시야를 좀 흐르게 하는게 있어
14	기차	기사	1	해진다. 이럴 때는 어 캐리어 같은 거 끌고 기차 타고 어디 여행 가도 너무 좋지 않을까? 이
14	계모	계미	1	 봤을 때 어머니가 어머니로서 역할을 못하는 계모 같은 역할이라고 옛날에 좀 자극적으로 말한 
14	경사	경자	1	격하거나 기다리던 승진을 할 수 있대. >> 경사 났네. 경사 났어. 하지만 당신은 근물 [음
14	검수	금수	1	 대체로 그렇습니다 명리의 교우로 이야기하면 검수 상관격에 해당이 되겠는데요 상관을 좀 강조하
13	화투	화토	1	가치는 불변이 있잖아요 그래서이 부동산 하면 화투는 정말 입 아픈 거 같아요 대표적인 사주를 봐
13	화고	화토	1	거에서 유리하다 말씀드리고 싶네요. 그다음은 화고 물 없는 갑진 이지군 타이밍이 비슷 어 부탁
13	헌신	한신	1	 죽지 않음. 병화 사랑을 위해 죽음. 정화 헌신을 위해 죽음. 무토 고집을 위해 죽음. 기토 
13	투관	무관	1	으로 어 하늘로 나왔어요. 이걸 어려운 말로 투관, 투출, 통근 뭐 이렇게 말을 표현을 하는데
13	쪼금	토금	1	나 이걸 한번 체크해 주시면 좋습니다 이렇게 쪼금 극단적인 케이스 1 수 있는데 제 주변에 편
13	중재	정재	1	한 결이 꼬창 부분들이 많았어요 관상에 대한 중재 면이 있는데 p 들어오세요 
13	정죄	정재	1	을 때 사주팔자에서 돈을 의미하는 것은 현재 정죄 그러면이 연약한 중에서 편지 정렬하는 글자가
13	재선	재성	1	다스릴 줄 알아 볼 수도 있습니다 세 번째로 재선 입니다 사주팔자에 패드 정재가 트롤 보편적으
13	잘생	장생	1	많습니다. 사람들이 인식하는 흔한 예쁨 또는 잘생은 아닐 수 있지만 조금 더 세련됨에 특화된 독
13	입목	인목	1	그 이의 달이죠 자꾸 왜 이러지 무토는 정인 입목도 정재 한마디로 내가 어떻게 하면 이거를 어 
13	일자	일지	1	. 특히 일주 기준으로 보시면 아 나는 어떤 일자를 잘 맞구나 하는게 좀 나오거든요. 그렇게 보
13	을에	을유	1	. >> 아, 그런가요? >> 선비라는게 좀 을에 내가 해야 하는 것들을 열심히 오래 꾸준히 
13	실강	신강	1	이 올라오니까요. 여러분들이 바쁘시거나 또는 실강이 조금 부담스러우신 분들은 녹화번호로 공부하시
13	시시	시지	1	우에는 꼭 반드시 자녀로 찬다는 것이 아니라 시시 상관이 가지고 있는 다른 예술적 재능 그것의
13	수지	시지	1	있대요 1 첫사랑 손금이 손금을 가진 사람은 수지 유진스 민지처럼 청순한 외모를 지닌 만인의 
13	수색목	수생목	1	 뜨겁죠. 이 이 뜨거운 가운데서 나 혼자이 수색목 내가이 새싹에 물을 주기가 버겁잖아요. 근데
13	송사	상사	1	은 여섯 가지 해로움을 의미해 질병이나 법적 송사 혹은 병원 치레를 뜻하는 기운인데 주변 환경
13	상추	상충	1	요 집을 보호해주는 넝쿨 식물도 굿 전갈자리 상추 다육이 별자리 중 가장 강한 자리라 생명력이
13	상자	상사	1	 두면 좋은 기운을 막는다고 해요 특히 택배 상자는 무엇보다 흙의 기운이 충만하다고 하니 바로바
13	사줘	사주	1	안 돼요 내 썸남이 임수일간이다 그러면 “다 사줘 자기야” 이렇게 좀 조심하세요 그런 거는 안
13	비연	비견	1	준 혹시 어떻게 말씀드리나요? 일지나 월지에 비연 겁재가 없다. 있다. >> 일지나 월지 있다
13	미인	무인	1	있는데 유행하는 예쁨이나 뭐 세관에서 말하는 미인 이런 거에 별로 관심이 없어요. 본인들이 내
13	미모	미토	1	많은 사주가 특히 이성이 많이 따른다고 해. 미모와 매력이 타고 나서 평생 이성이 따라다닌다나.
13	물리학	명리학	2	. 뭐 지금 전 세계에 있는 뭐 행융학 또는 물리학, 천문학, 뭐 철학, 예술, 수학이 모든 것
13	묘시	묘지	1	  인시 묘시 진시까지 태어나시면 [음악] 돼. 새벽 아침
13	대인	대운	1	해결할 수 있다고. 덕분의 일처리도 빨라지고 대인 관계도 원만해진다고 하니 나쁜 것만은 아니지
13	기호	기토	1	 행복을 추구하는 글자 다시 말해서 유흥 술 기호 내 취미 생활 여가 생활 이런 거를 의미하기
13	고수	계수	1	  역술가들이 말하는 타고난 연애 고수 사주. 모든 사람의 사주에는 태어난 연도에 
13	겁탈	겁살	1	 째 라는 거 든 요 업체라는 거든요 재성의 겁탈 연상 4 그리고 정재 라는 거든요 우리가 저
13	각인	갑인	1	니 구설수 남들에게 쁜 사람이 주로 강력하게 각인 될 수도 있다라는 겁니다 그래서 환관 전갈이
13	가주	사주	1	 덕을 베푸는 그러한 부분을 제가 이제 같이 가주고 있어서 제가 알고 있기에는 너무 좋은 내용들
12	화재	화개	1	경의 협조로 사업이 확장됨을 의미해요 공장의 화재가 발생하거나 폭발한 꿈 사업이 성과를 내고 더
12	하수	자수	1	이루며 모든 일을 상식적으로 판단해요 유머와 하수는 조금 부족할 수 있으니 사교 능력을 키워보세
12	통건	통근	1	장에서는 정인이 되잖아요. 그러면은이 정인이 통건을 했다라는 거는 아무래도이 정인을 내가 좀 중
12	타지	태지	1	시고 맞는 언어를 좀 말씀드리면 사실 그렇게 타지 않아요. 여러분들이 필요한 니즈를 맞게 공부
12	지형	자형	1	으로 내가 될 것도 조금 멈출 수 있는 중단 지형 같은게 있을 수 있기 때문에 두 개를 좀 챙
12	지죠	지지	1	아니면 나 자신이라고 봐요 여기는 어디겠어요 지죠 흔히들 무의식 아니면 미래 자식 뭐 이런 식
12	지시	지지	1	서도 알려주실 수 있나요 오행의 화는 인의예 지시에서 예에 해당이 되고요 화가 없거나 좀 부족한 
12	정은	정인	1	게 해가지고 나 혼자만의 스스로의 시간 나와 정은의 시간을 좀 가지려고 하는 편이니까 그렇게 한
12	장수	자수	1	동력 실행력 이런게 있어 가지고 약간 마르탄 장수 같은 느낌을 주거든요 그래서 여기 조금 함부
12	잠재	삼재	1	봤을 때 내가 인지하지 못하는 내 사주팔자의 잠재 가능성 다시 말해서 내 인생이 좋게 풀릴 수
12	있자	임자	1	알 수가 있죠 어 이제 제가 조금 어려운 거 있자 전문용어로 써서 더 깊이 분석할 텐데 한 가
12	을주	일주	1	 제가 일단 열심히 기도하고 있겠고요. 혹시 을주 분들 중에서 지금 힘드신 분들이 많다면 어,
12	월말	월살	1	것 같구요 또는 내용을 아시고 그 다음 매일 월말에 발행 해 드리는 도왔지만 보셔도 여러분들은 
12	왕인	양인	1	해서 안 좋은 사고로 여겼지만 요즘은 동물의 왕인 호랑이처럼 남들에 위에서 굴림하는 사주라고 
12	올지	월지	1	좋아하는 사람 이제 고백을 하면 좋은 반응이 올지 궁금해 가지고. >> 어 용기 있는 여성 미
12	약지	양지	1	 없고 아 요령이 없어. 요령 진짜 없어요. 약지 않았다. 예. 
12	신비	신미	1	 결과적으로 연구지 많고 명상이나 뭐 우주, 신비에 대한 탐구를 좋아하는 겁니다. 다 
12	시집	시지	1	 뭐 어떤 거를 덕질할 때 내가 저 사람한테 시집을 가고 싶어. 이렇게 생각하면 이게 관의 마음
12	숙신	식신	1	서 뭐 개수 같은 경우는 로모 수색 목 잊어 숙신 입니다 그럼 이제 이걸 문창 교인이라고 한 
12	새운	대운	1	팔자는 총네 가지 운의 개념이 있죠. 대운, 새운, 월운, 1운. 대운은 10년 동안 나에게 
12	살자	팔자	1	한 편이라서 다들 조용히 좀 살지. 평화롭게 살자. 어우 지겨워. 이러고 이제 절간에 [음악]
12	사비	사지	1	하다는 생각이 들고 특히 감옥 일간들은 경주 사비 같은 것들 쓰긴 싫지만 그래도 써야 하는 조
12	사리	사지	1	있는데 이거는 약간 여러분들이 나해져서 인생 사리를 좀 쉽게 생각할 수 있는 부분이 있거든요. 
12	백로	백호	1	 다 알고 있죠? 진정한 정유월은 9월 7일 백로부터 시작된다는 점. 자,이 9월 7일 백로부터 
12	배워라	배우자	2	(사주 보러 갔을 때) 저보고 제발 부동산을 배워라 그말이 맞는 지 사주에 토가 많다고해서 부동
12	무트	무토	1	 그러니까 제가 이제 드리고 싶은 말씀은 이 무트 와 기토는 아 여기 칠판 살짝 안 보이겠다 
12	무임	무인	1	그만큼 제취와 개그 센스가 있기 때문에 어떤 무임의 사건 환영받는 잼니의 머신이라고. 이링 크리
12	매수	해수	1	지 않습니다. 오히려 4월 달은 내가 실제로 매수 매도 버튼을 띡 누르는 것이 아니라 차라리 
12	만신	한신	1	명 친구분 한번 모셔봤습니다. 바로 26년차 만신 건수지님을 모셨습니다. 반갑습니다. >> 안
12	다지	사지	1	활동해서 성취를 이루는 시기라기보다는 내실을 다지고 마음을 준비하고 몸을 아껴야 하는 시기에 해
12	기의	기유	1	이 합니다 3기 라고 했습니다 자 2008 3기의 균으로 봤을 때 지금 뭐 16세부터 65세까
12	금으로	금여록	2	기는 토기의 에너지를 빼요 그죠 자 수기운을 금으로부터 생을 받아요 그러면 잠이 원진이 있다 한들이
12	공명	공망	1	 추하는법네 가지 말씀드리면 우선 첫 번째는 공명 정대한게 필요한데 인간 관계에서 누구한테 잘
12	고유	계유	1	기운 물어보기. 사주에는 각자 가지고 태어난 고유의 기운이 있어. 이 기운을 해석하면 내가 잘할
12	가목	갑목	1	 본격적으로 들어갔습니다 이런 을사년의 우리 가목 여러분들 2월 달 어떤 일이 일어날지 나는 
12	가녀지동	간여지동	2	그 우리가 이제 간여지동이라는 말을 쓰잖아요 가녀지동 천간하고 지지가 같으면 간여지동이라고 하는데
11	횡제	형제	1	요 사마리아 선생님 영상 보시면 탐재 오히려 횡제 수다 이런 얘기가 있거든요 세가지 횡제 수야
11	화구	화개	1	목을 이루고 요 사옴 요 아이들이 모여서 뽐 화구 것 입니다 그 다음에 신경 술 로 3가지 화
11	편안	편인	1	많은 편이에요. 이게 다수가 보기에 되게 좀 편안하고 친근한 스타일이거든요. 두루두루 친하고 모임
11	진해	신해	1	귀신 인미귀문 노인 귀신 묘신귀문 장군 귀신 진해 귀문 처녀 귀신 사술 귀문 도사 귀신 아 귀
11	정제	정재	1	 좀 어 굳이 이렇게 나를 막 억제하고 나를 정제하고 그러지 않아도 어느 정도 차별화 되는 포인트
11	정산	정사	1	  2026년에 부자되는 별자리. 우리 연말 정산의 골체 아픔은 잠시 있고 내년에 부자들 상상이
11	절미	정미	1	스타 롤라 지롤라타 우리 지롤라타 분석 거주 절미하고 바로 시작할게요 출발 우리 지롤라타 아이 사
11	저축	정축	1	버리고 뭔가 좀 큰 돈을 쓰고 이런 것보다는 저축하고 사항을 관망하고 요런 스탠스로 가져가는 것이
11	잠식	자식	1	 짜증 이런게 있을 수밖에 없는데 이런 거에 잠식이 되면 안 되는게 우리 정화 관입니다 네가 왜
11	연마	역마	1	27년도 지리적으로 [음악] 위시적으로 조금 연마가 열려 있는 부분이 있긴 해요. 그래서 해외랑
11	어화	오화	1	4 그래서 그 중에 한 분이 말씀해 주시기를 어화 는 금을 그 카 면서 피어나게 하니까 사실은
11	심합	삼합	1	계획이 많은데 비하여 비차니즘이 [음악] 좀 심합니다. 그래서 생각만 하다가 끝나거나 혹은 상상만
11	신내	신해	1	아 오케이 사실 상관 깔고 계시잖아요네 그죠 신내 신내일 주시니까 그래서 제가 올해는 하고 싶
11	식장	식상	1	대해서 말씀드려 보고자 합니다. 대단히 핫한 식장 중에 하나죠. 아, 저는 명리 공부 처음 할
11	시조	시주	1	 있다라는 거예요. 언제부터 언제까지 1주와 시조 같은 경우에는 38세 이후를 뜻하는 글자이다
11	수토	술토	1	글자는 건강적으로 해석할 수 있겠죠 그래서이 수토가 나가는 100일세에는 특히나 소화기가 위장 
11	속상	식상	1	대체 언제까지 고생이 하는 건데? >> 너무 속상이 하지 마. 천사 [음악] 때는 재난과 더불어
11	성사	정사	1	 신발을 신어보면 논다고 해요 더불어 계약이 성사 되려다 엎어지거나 열심히 공부한 시험에서 미
11	사형	자형	1	에 도사가 깊고 뭔가 되게 간조 적이고 약가 사형 많고 뭔가 이렇게 승 덩 이 말은 그런 분들
11	사해	사화	1	예요. 근데 요거를 순서로 조금 꼬아서 인신 사해, 자오묘유, 진술축미 이렇게 한번 바꿔 볼 
11	밀주	일주	1	미 신이 있는 경우에 성립해 특히 갑보 갑신 밀주가 있다면 훨씬 강력하다고 해 한자를 보기 어렵
11	물인	무인	1	상황과 편관이 좀 개척점인 느낌이긴 하거든요 물인 것 같은데 기름 같은 매력을 다 가지고 있다
11	명리타	명리학	2	을 올릴까 합니다. 어이 사로잡다와 함께하는 명리타로 방래인데요. 이 사로잡다라는 거는 저하고 이
11	도금	토금	1	 어려워 자대에 금이 되겠죠 그럼 이후 안에 도금이 없고요 여기도 금이 없구요 여기도 금이 없습
11	대지	태지	1	했습니까 이게 양의 절정 이기 때문에 의미의 대지를 준비 시켜야 되기 때문에 그렇다 그랬죠 그렇
11	기우	기유	1	리에이티브한 이를 바탕으로 했을 때 조금 더 기우는 받더라구요 그 좀 달 된다는 것도 있고 전 
11	관다	관대	1	게 약간 더 관의 느낌입니다. 데 또 반대로 관다가 그런 거 잘 안 보기도 너무 관이 성하면 이
11	공방	공망	1	면 예기치 못한 사고로 손실이 생기거나 겁적 공방을 하게 될 수도 있어. >> 부자는 무슨 감옥
11	경에	경오	1	 대상 즉 내가 이루는 목표 꿈이잖아요 6월 경에 내가 책임감을 가지고 내 꿈 목표 삶을 가지
11	경도	경오	1	 있어요 교육에는 인생을 살아가면서 한쪽으로 경도 되어 있는 사람보다는 골고루 있는게 중요한 
11	경고	경오	1	 잡돌리해. >> 하지만 더 무서운 사실은. 경고는 본인이 하는게 잡돌이라는 걸 모른다는 거야.
11	간인	갑인	1	 너 여기 아파 죽겠는데 여기가 어디지? 왜 간인가? 이렇게 얘기할 때가 있어. >> 구조를 이
10	형체	형제	1	거지. 이 이 토라는 거는 그런 눈에 보이는 형체가 있지 않다라는 겁니다. 때문에이 토일간의 비
10	태기	태지	1	 치환 한 거라 보시면 돼요. 누나가 저한테 태기를 부탁해 가지고 제가 태기를 하면서 봤던 사주
10	정임	정인	1	  사주에 정과임이 붙어 있으면 정임 한 목이라고 해서 합의 성립을 하거든요 근데
10	정시	정사	1	고 싶다. >> 입에 달고 살지만 결국 매일 정시 출근에 10년 근속을 이어가게 태는 운명이지
10	저지	지지	1	거기에 있는 DJ 님. 그리고 거기 있는 뭐 저지 님들. 않다는 체크를 한 말이야. 해봤을 때
10	재송	재성	1	화 갑이 것 이겠죠 그러면은 토가 흑사 금이 재송 우리 과에서 나무가 끝난 이렇게 되는거예요 
